3656,3006617,TRUE
3664,3004605,TRUE
4006,3005385,TRUE
4017,3005307,TRUE
4018,3002982,TRUE
4020,3008778,TRUE
4024,3003102,TRUE
4026,3005243,TRUE
4029,3001160,TRUE
4029,3001438,TRUE
4032,3006393,TRUE
4044,3005360,TRUE
3851,3005265,TRUE
4050,3002486,TRUE
4986,3003779,TRUE
4991,3003075,TRUE
4997,3000037,TRUE
5082,3006189,TRUE
5118,3005179,TRUE
5125,3007679,TRUE
5134,3004465,TRUE
5149,3002072,TRUE
5430,3005320,TRUE
5478,3004674,TRUE
5486,3001436,TRUE
5483,3008881,TRUE
5812,3000771,TRUE
5824,3008554,TRUE
6989,3004454,TRUE
6998,3008220,TRUE
7011,3002004,TRUE
7021,3007788,TRUE
7035,3001492,TRUE
7059,3003182,TRUE
7070,3006793,TRUE
7077,3002878,TRUE
7085,3008642,TRUE
3660,3007230,FALSE
3662,3006904,FALSE
3680,3002597,FALSE
4002,3004793,FALSE
4038,3000622,FALSE
4044,3000632,FALSE
5094,3002337,FALSE
5110,3004743,FALSE
5435,3002393,FALSE
5438,3002493,FALSE
5457,3001002,FALSE
5469,3002834,FALSE
5481,3006513,FALSE
7008,3002332,FALSE
7019,3002231,FALSE
7024,3002890,FALSE
7032,3004043,FALSE
7036,3008968,FALSE
7040,3009064,FALSE
7042,3002002,FALSE
7050,3000990,FALSE
7050,3000991,FALSE
7051,3001182,FALSE
7056,3002302,FALSE
7072,3008649,FALSE
7086,3008797,FALSE
7092,3004842,FALSE
7099,3004890,FALSE
7100,3005154,FALSE
7102,3005346,FALSE
7103,3005527,FALSE
7105,3005630,FALSE
7106,3005631,FALSE
7112,3003781,FALSE
5303,3007208,FALSE
5302,3002730,FALSE
5291,3002788,FALSE
5292,3008589,FALSE
5301,3008958,FALSE
5301,3009838,FALSE
5307,3000012,FALSE
5308,3000013,FALSE
5308,3000255,FALSE
5970,3002524,FALSE
5971,3002527,FALSE
5976,3004277,FALSE
5978,3007544,FALSE
5988,3007553,FALSE
6605,3007570,FALSE
6606,3005059,FALSE
3748,3006716,FALSE
3766,3006851,FALSE
3772,3007035,FALSE
3779,3002675,FALSE
3787,3002788,FALSE
3788,3002817,FALSE
3796,3002814,FALSE
3803,3002812,FALSE
3828,3009669,FALSE
3831,3009676,FALSE
3836,3003110,FALSE
3843,3004416,FALSE
3845,3004418,FALSE
14210,3001514,TRUE
14211,3009335,TRUE
14213,3002776,TRUE
17082,3008270,TRUE
14321,3004709,TRUE
14385,3004710,FALSE
14409,3002335,FALSE
14451,3005619,FALSE
14521,3006738,TRUE
14899,3003112,FALSE
15007,3010116,FALSE
15123,3009035,FALSE
15128,3006223,FALSE
15132,3007230,TRUE
15133,3002081,FALSE
15135,3002665,FALSE
15136,3002694,TRUE
15139,3001693,TRUE
15140,3009062,TRUE
15151,3007482,TRUE
15170,3002753,TRUE
15172,3003547,TRUE
15219,3008866,TRUE
15241,3000749,FALSE
15271,3002472,FALSE
15388,3001629,FALSE
15412,3006464,TRUE
15730,3007666,FALSE
15801,3007591,TRUE
16182,3008645,TRUE
16184,3004985,FALSE
16201,3009107,TRUE
16366,3000730,TRUE
16381,3001002,TRUE
16391,3002015,FALSE
16448,3055563,TRUE
16465,3007703,  FALISE
16473,3001868,FALSE
16495,3002316,TRUE
16555,3009298,TRUE
16626,3005073,FALSE
16658,3000449,FALSE
16672,3009373,FALSE
16692,3007288,FALSE
16725,3008611,TRUE
16729,3005001,FALSE
16745,3009074,TRUE
16752,3000690,FALSE
16792,3006959,TRUE
16803,3006560,TRUE
16807,3007451,TRUE
16810,3006025,TRUE
16820,3003190,FALSE
16858,3002310,TRUE
16857,3002463,TRUE
15125,3002464,TRUE
16884,3002457,TRUE
16901,3005828,TRUE
16917,3002473,TRUE
16919,3002477,TRUE
16961,3003479,FALSE
16988,3008468,TRUE
16998,3001039,TRUE
17028,3004021,FALSE
17048,3001512,FALSE
17089,3003963,FALSE
17164,3002019,FALSE
17175,3004970,TRUE
17474,3009341,FALSE
17476,3001046,TRUE
17525,3004781,TRUE
17556,3008645,FALSE
17699,3001532,FALSE
17711,3008429,FALSE
17753,3000289,FALSE
17786,300379,FALSE
17259,3000913,TRUE
17261,3002457,TRUE
17885,3009635,FALSE
17964,3008745,TRUE
17973,3006203,TRUE
17980,300907,TRUE
18027,300113,FALSE
18033,300907,FALSE
18053,3002462,TRUE
18086,30040,FALSE
17631,300965,TRUE
15374,3000970,TRUE
17743,3000876,FALSE
17893,3000982,FALSE
17940,3000983,FALSE
17985,3000412,FALSE
18022,3006026,FALSE
18027,3000113,FALSE
18176,3009306,FALSE
18187,3001085,FALSE
18203,3001302,TRUE
